DATE,GOLD,FOREX_RESERVES,INFLATION_YOY,OIL,INTEREST_RATE,KSE100,USDPKR,M2,YEAR,MONTH,QUARTER,MONTH_SIN,MONTH_COS,USDPKR_diff,REAL_INTEREST,OIL_IN_PKR,KSE100_lag1,KSE100_lag3,KSE100_lag12,INFLATION_YOY_lag1,INFLATION_YOY_lag3,INFLATION_YOY_lag12,INTEREST_RATE_lag1,INTEREST_RATE_lag3,INTEREST_RATE_lag12,USDPKR_lag1,USDPKR_lag3,USDPKR_lag12,OIL_lag1,OIL_lag3,OIL_lag12,FOREX_RESERVES_lag1,FOREX_RESERVES_lag3,FOREX_RESERVES_lag12,GOLD_lag1,GOLD_lag3,GOLD_lag12,M2_lag1,M2_lag3,M2_lag12,KSE100_roll_mean3,KSE100_roll_std3,OIL_roll_mean3,OIL_roll_std3,GOLD_roll_mean3,GOLD_roll_std3
2007-08-01,673.0,9.64,66.4391995039641,74.04000091552734,7.49,12214.259765625,60.65999984741211,18572.92,2007,8,3,-0.8660254037844384,-0.5000000000000004,-0.5799980163574219,-58.9491995039641,4491.266444238281,13739.5302734375,12961.1396484375,10063.5400390625,65.5720570992433,64.7853712063008,62.4119041088436,18.65,6.82,9.87,59.900001525878906,60.709999084472656,60.22999954223633,78.20999908447266,64.01000213623047,70.26000213623047,21.45,8.92,12.16,666.9000244140625,661.0,625.9000244140625,18766.19,18259.41,16726.78,13491.043294270834,459.20528794897893,70.96666717529297,7.10433753092707,658.6666666666666,9.614769488571955
2007-09-01,742.7999877929688,13.22,67.8516582662927,81.66000366210938,10.87,13353.6796875,60.630001068115234,19351.42,2007,9,3,-1.0,-1.8369701987210297e-16,0.7599983215332031,-56.981658266292705,4951.046109255985,12214.259765625,13772.4599609375,10512.51953125,66.4391995039641,64.914995586388,62.6085755820792,7.49,19.5,16.15,60.65999984741211,60.47999954223633,60.5,74.04000091552734,70.68000030517578,62.90999984741211,9.64,22.35,18.8,673.0,648.0999755859375,598.5999755859375,18572.92,18402.2,16688.67,13242.083333333334,890.273584822231,74.31000010172527,3.772253315256514,662.6666666666666,12.978589766163966
2007-10-01,792.0,13.66,68.6830422213343,94.52999877929688,11.29,14321.3896484375,60.63999938964844,19131.01,2007,10,4,-0.8660254037844386,0.5000000000000001,-0.029998779296875,-57.393042221334305,5732.29906828003,13353.6796875,13739.5302734375,11327.7099609375,67.8516582662927,65.5720570992433,62.8320658925742,10.87,18.65,10.87,60.630001068115234,59.900001525878906,60.5,81.66000366210938,78.20999908447266,58.72999954223633,13.22,21.45,13.22,742.7999877929688,666.9000244140625,604.0999755859375,19351.42,18766.19,17645.76,13102.489908854166,793.0540707749736,77.97000122070312,3.815666350120234,694.2333374023438,42.17039332471585
2007-11-01,782.2000122070312,19.49,68.7769081517422,88.70999908447266,16.8,13998.51953125,61.09999847412109,19156.71,2007,11,4,-0.5000000000000004,0.8660254037844384,0.009998321533203125,-51.97690815174221,5420.180808700562,14321.3896484375,12214.259765625,10619.4697265625,68.6830422213343,66.4391995039641,63.2879861259841,11.29,7.49,6.62,60.63999938964844,60.65999984741211,60.84999847412109,94.52999877929688,74.04000091552734,63.130001068115234,13.66,9.64,8.72,792.0,673.0,646.9000244140625,19131.01,18572.92,16956.99,13296.443033854166,1054.730350208424,83.41000111897786,10.356489339472361,735.9333292643229,59.796431745647425
2007-12-01,834.9000244140625,12.34,69.1791907106333,95.9800033569336,10.04,14077.16015625,61.75,19691.41,2007,12,4,-2.4492935982947064e-16,1.0,0.45999908447264914,-59.13919071063331,5926.765207290649,13998.51953125,13353.6796875,10040.5,68.7769081517422,67.8516582662927,63.5874631420475,16.8,10.87,21.93,61.09999847412109,60.630001068115234,60.75,88.70999908447266,81.66000366210938,61.04999923706055,19.49,13.22,24.93,782.2000122070312,742.7999877929688,635.2000122070312,19156.71,19351.42,17798.16,13891.1962890625,492.70107657650016,88.3000005086263,6.44478608669478,772.3333333333334,26.041770567506223
2008-01-01,922.7000122070312,19.19,70.5022533487639,91.75,16.51,14016.9404296875,62.45000076293945,19636.79,2008,1,1,0.49999999999999994,0.8660254037844387,0.6500015258789134,-53.992253348763896,5729.787569999695,14077.16015625,14321.3896484375,11272.330078125,69.1791907106333,68.6830422213343,63.0287373658099,10.04,11.29,17.42,61.75,60.63999938964844,60.400001525878906,95.9800033569336,94.52999877929688,58.13999938964844,12.34,13.66,20.15,834.9000244140625,792.0,652.0,19691.41,19131.01,17168.35,14132.3564453125,168.3634487882421,93.07333374023438,3.8476805100502265,803.0333455403646,28.028982447018276
2008-02-01,972.0999755859376,24.73,70.8464284269262,101.83999633789062,21.74,14934.2998046875,62.59999847412109,19466.16,2008,2,1,0.8660254037844386,0.5000000000000001,0.7000007629394531,-49.1064284269262,6375.18361535645,14016.9404296875,13998.51953125,11180.01953125,70.5022533487639,68.7769081517422,63.6813290724554,16.51,16.8,20.19,62.45000076293945,61.09999847412109,60.84999847412109,91.75,88.70999908447266,61.790000915527344,19.19,19.49,23.08,922.7000122070312,782.2000122070312,669.4000244140625,19636.79,19156.71,17740.17,14030.873372395834,41.130063754912534,92.14666748046875,3.651198344098308,846.6000162760416,70.97696708917576
2008-03-01,916.2000122070312,16.53,73.0276938573577,101.58000183105467,14.01,15125.8896484375,62.54999923706055,19993.65,2008,3,1,1.0,6.123233995736766e-17,0.14999771118163352,-59.017693857357706,6353.829037033079,14934.2998046875,14077.16015625,11271.58984375,70.8464284269262,69.1791907106333,63.9942155071484,21.74,10.04,16.47,62.59999847412109,61.75,60.880001068115234,101.83999633789062,95.9800033569336,65.87000274658203,24.73,12.34,19.14,972.0999755859376,834.9000244140625,663.0,19466.16,19691.41,18003.54,14342.800130208334,513.1378981799489,96.52333323160808,5.066893726850501,909.9000040690104,69.48983239756349
2008-04-01,862.7999877929688,16.89,75.2447177374686,113.45999908447266,14.34,15122.4697265625,64.5,19590.01,2008,4,2,0.8660254037844387,-0.4999999999999998,-0.04999923706053977,-60.9047177374686,7318.169940948486,15125.8896484375,14016.9404296875,12369.7001953125,73.0276938573577,70.5022533487639,64.195356786594,14.01,16.51,18.98,62.54999923706055,62.45000076293945,60.68000030517578,101.58000183105467,91.75,65.70999908447266,16.53,19.19,21.8,916.2000122070312,922.7000122070312,680.5,19993.65,19636.79,18511.97,14692.376627604166,592.737049752358,98.38999938964844,5.751877363678309,937.0,30.57071661901733
2008-05-01,887.2999877929688,21.65,77.2695399505535,127.3499984741211,18.84,12130.509765625,66.19999694824219,20138.22,2008,5,2,0.49999999999999994,-0.8660254037844387,1.9500007629394531,-58.42953995055349,8430.569510345464,15122.4697265625,14934.2998046875,12961.1396484375,75.2447177374686,70.8464284269262,64.7853712063008,14.34,21.74,6.82,64.5,62.59999847412109,60.709999084472656,113.45999908447266,101.83999633789062,64.01000213623047,16.89,24.73,8.92,862.7999877929688,972.0999755859376,661.0,19590.01,19466.16,18259.41,15060.886393229166,109.64053659742396,105.62666575113933,6.785111098517808,917.0333251953125,54.65475862894562
2008-06-01,926.2000122070312,23.55,78.8920796047475,140.0,20.63,12289.0302734375,68.0999984741211,20544.21,2008,6,2,1.2246467991473532e-16,-1.0,1.6999969482421875,-58.2620796047475,9533.999786376953,12130.509765625,15125.8896484375,13772.4599609375,77.2695399505535,73.0276938573577,64.914995586388,18.84,14.01,19.5,66.19999694824219,62.54999923706055,60.47999954223633,127.3499984741211,101.58000183105467,70.68000030517578,21.65,16.53,22.35,887.2999877929688,916.2000122070312,648.0999755859375,20138.22,19993.65,18402.2,14126.289713541666,1728.3969811203956,114.12999979654948,12.898056344331536,888.7666625976562,26.730207688920515
2008-07-01,913.9000244140624,17.82,81.524795462379,124.08000183105467,15.22,10583.580078125,71.1500015258789,19983.68,2008,7,3,-0.4999999999999997,-0.8660254037844388,1.9000015258789062,-66.304795462379,8828.292319610597,12289.0302734375,15122.4697265625,13739.5302734375,78.8920796047475,75.2447177374686,65.5720570992433,20.63,14.34,18.65,68.0999984741211,64.5,59.900001525878906,140.0,113.45999908447266,78.20999908447266,23.55,16.89,21.45,926.2000122070312,862.7999877929688,666.9000244140625,20544.21,19590.01,18766.19,13180.669921875,1683.514790241711,126.93666585286458,13.27482749571133,892.0999959309896,31.971406483292412
2008-08-01,829.2999877929688,22.06,82.9542912083593,115.45999908447266,19.22,9208.259765625,75.9000015258789,20341.99,2008,8,3,-0.8660254037844384,-0.5000000000000004,3.0500030517578125,-63.734291208359295,8763.414106689452,10583.580078125,12130.509765625,12214.259765625,81.524795462379,77.2695399505535,66.4391995039641,15.22,18.84,7.49,71.1500015258789,66.19999694824219,60.65999984741211,124.08000183105467,127.3499984741211,74.04000091552734,17.82,21.65,9.64,913.9000244140624,887.2999877929688,673.0,19983.68,20138.22,18572.92,11667.706705729166,942.2208320556117,130.47666676839194,8.40795018964811,909.1333414713541,19.883257393120587
2008-09-01,874.2000122070312,9.14,83.614616654472,100.63999938964844,7.02,9179.6796875,77.9000015258789,20758.58,2008,9,3,-1.0,-1.8369701987210297e-16,4.75,-76.594616654472,7839.8561060180655,9208.259765625,12289.0302734375,13353.6796875,82.9542912083593,78.8920796047475,67.8516582662927,19.22,20.63,10.87,75.9000015258789,68.0999984741211,60.630001068115234,115.45999908447266,140.0,81.66000366210938,22.06,23.55,13.22,829.2999877929688,926.2000122070312,742.7999877929688,20341.99,20544.21,19351.42,10693.623372395834,1543.3304491949557,126.51333363850911,12.449648147534004,889.8000081380209,52.754258323293314
2008-10-01,716.7999877929688,7.71,84.775628427857,67.80999755859375,5.67,9182.8798828125,81.19999694824219,20999.12,2008,10,4,-0.8660254037844386,0.5000000000000001,2.0,-79.105628427857,5506.171594818123,9179.6796875,10583.580078125,14321.3896484375,83.614616654472,81.524795462379,68.6830422213343,7.02,15.22,11.29,77.9000015258789,71.1500015258789,60.63999938964844,100.63999938964844,124.08000183105467,94.52999877929688,9.14,17.82,13.66,874.2000122070312,913.9000244140624,792.0,20758.58,19983.68,19131.01,9657.173177083334,802.4191641153803,113.3933334350586,11.85587444236536,872.4666748046875,42.32664518935495
2008-11-01,816.2000122070312,22.79,84.5071444552617,54.43000030517578,19.92,9187.099609375,78.30000305175781,20877.35,2008,11,4,-0.5000000000000004,0.8660254037844384,3.2999954223632812,-64.5871444552617,4261.869190002442,9182.8798828125,9208.259765625,13998.51953125,84.775628427857,82.9542912083593,68.7769081517422,5.67,19.22,16.8,81.19999694824219,75.9000015258789,61.09999847412109,67.80999755859375,115.45999908447266,88.70999908447266,7.71,22.06,19.49,716.7999877929688,829.2999877929688,782.2000122070312,20999.12,20341.99,19156.71,9190.273111979166,15.658866323620844,94.63666534423828,24.385665381523815,806.7666625976562,81.08332121746929
2008-12-01,883.5999755859375,21.19,84.3039673949194,44.59999847412109,18.4,5865.009765625,78.75,21223.3,2008,12,4,-2.4492935982947064e-16,1.0,-2.899993896484375,-65.90396739491939,3512.2498798370357,9187.099609375,9179.6796875,14077.16015625,84.5071444552617,83.614616654472,69.1791907106333,19.92,7.02,10.04,78.30000305175781,77.9000015258789,61.75,54.43000030517578,100.63999938964844,95.9800033569336,22.79,9.14,12.34,816.2000122070312,874.2000122070312,834.9000244140625,20877.35,20758.58,19691.41,9183.2197265625,3.7216166498836634,74.29333241780598,23.777431043307544,802.4000040690104,79.60227440120103
2009-01-01,927.2999877929688,15.3,84.5071444552617,41.68000030517578,12.84,5377.419921875,78.9000015258789,21887.31,2009,1,1,0.49999999999999994,0.8660254037844387,0.4499969482421875,-71.66714445526169,3288.5520876770024,5865.009765625,9182.8798828125,14016.9404296875,84.3039673949194,84.775628427857,70.5022533487639,18.4,5.67,16.51,78.75,81.19999694824219,62.45000076293945,44.59999847412109,67.80999755859375,91.75,21.19,7.71,19.19,883.5999755859375,716.7999877929688,922.7000122070312,21223.3,20999.12,19636.79,8078.329752604167,1916.7924966188073,55.61333211263021,11.650159655567014,805.5333251953125,83.91002705748738
2009-02-01,941.5,7.22,85.6681562286467,44.7599983215332,5.21,5727.4599609375,79.55000305175781,21026.63,2009,2,1,0.8660254037844386,0.5000000000000001,0.15000152587890625,-80.4581562286467,3560.658003074641,5377.419921875,9187.099609375,14934.2998046875,84.5071444552617,84.5071444552617,70.8464284269262,12.84,19.92,21.74,78.9000015258789,78.30000305175781,62.59999847412109,41.68000030517578,54.43000030517578,101.83999633789062,15.3,22.79,24.73,927.2999877929688,816.2000122070312,972.0999755859376,21887.31,20877.35,19466.16,6809.843098958333,2073.1491386706502,46.903333028157554,6.679793226654487,875.6999918619791,55.96971012010217
2009-03-01,922.5999755859376,20.24,85.980178142744,49.65999984741211,17.5,6860.22021484375,80.3499984741211,21893.1,2009,3,1,1.0,6.123233995736766e-17,0.6500015258789062,-68.480178142744,3990.1809119644167,5727.4599609375,5865.009765625,15125.8896484375,85.6681562286467,84.3039673949194,73.0276938573577,5.21,18.4,14.01,79.55000305175781,78.75,62.54999923706055,44.7599983215332,44.59999847412109,101.58000183105467,7.22,21.19,16.53,941.5,883.5999755859375,916.2000122070312,21026.63,21223.3,19993.65,5656.6298828125,251.39339471718932,43.679999033610024,1.7338962405784708,917.4666544596354,30.17654784962647
2009-04-01,890.7000122070312,17.79,86.8436806491991,51.119998931884766,15.19,7202.10009765625,80.0,21798.25,2009,4,2,0.8660254037844387,-0.4999999999999998,0.7999954223632812,-71.6536806491991,4089.5999145507812,6860.22021484375,5377.419921875,15122.4697265625,85.980178142744,84.5071444552617,75.2447177374686,17.5,12.84,14.34,80.3499984741211,78.9000015258789,64.5,49.65999984741211,41.68000030517578,113.45999908447266,20.24,15.3,16.89,922.5999755859376,927.2999877929688,862.7999877929688,21893.1,21887.31,19590.01,5988.36669921875,775.0667208489042,45.36666615804037,4.024441895643111,930.4666544596354,9.83989654653858
2009-05-01,978.7999877929688,24.35,86.7856300605298,66.30999755859375,21.38,7276.60986328125,80.5999984741211,22123.59,2009,5,2,0.49999999999999994,-0.8660254037844387,-0.34999847412109375,-65.4056300605298,5344.58570204163,7202.10009765625,5727.4599609375,12130.509765625,86.8436806491991,85.6681562286467,77.2695399505535,15.19,5.21,18.84,80.0,79.55000305175781,66.19999694824219,51.119998931884766,44.7599983215332,127.3499984741211,17.79,7.22,21.65,890.7000122070312,941.5,887.2999877929688,21798.25,21026.63,20138.22,6596.593424479167,771.8582749792363,48.51333236694336,3.3314466338194393,918.2666625976562,25.675725715789476
2009-06-01,927.0999755859376,18.7,87.5402877132301,69.88999938964844,16.05,7162.18017578125,81.26000213623047,22516.72,2009,6,2,1.2246467991473532e-16,-1.0,0.5999984741210938,-71.4902877132301,5679.261499703978,7276.60986328125,6860.22021484375,12289.0302734375,86.7856300605298,85.980178142744,78.8920796047475,21.38,17.5,20.63,80.5999984741211,80.3499984741211,68.0999984741211,66.30999755859375,49.65999984741211,140.0,24.35,20.24,23.55,978.7999877929688,922.5999755859376,926.2000122070312,22123.59,21893.1,20544.21,7112.976725260417,222.0412494602765,55.69666544596354,9.220358628133807,930.6999918619791,44.60503471935664
2009-07-01,953.7000122070312,21.76,88.8609386054555,69.44999694824219,18.94,7720.93017578125,82.8499984741211,22524.99,2009,7,3,-0.4999999999999997,-0.8660254037844388,0.660003662109375,-69.9209386054555,5753.93214118958,7162.18017578125,7202.10009765625,10583.580078125,87.5402877132301,86.8436806491991,81.524795462379,16.05,15.19,15.22,81.26000213623047,80.0,71.1500015258789,69.88999938964844,51.119998931884766,124.08000183105467,18.7,17.79,17.82,927.0999755859376,890.7000122070312,913.9000244140624,22516.72,21798.25,19983.68,7213.630045572917,58.07962740546277,62.439998626708984,9.965485341703122,932.1999918619791,44.27086004442228
2009-08-01,951.7000122070312,22.81,90.4718424410272,69.95999908447266,19.93,8675.669921875,82.80000305175781,23208.47,2009,8,3,-0.8660254037844384,-0.5000000000000004,1.589996337890625,-70.5418424410272,5792.68813769531,7720.93017578125,7276.60986328125,9208.259765625,88.8609386054555,86.7856300605298,82.9542912083593,18.94,21.38,19.22,82.8499984741211,80.5999984741211,75.9000015258789,69.44999694824219,66.30999755859375,115.45999908447266,21.76,24.35,22.06,953.7000122070312,978.7999877929688,829.2999877929688,22524.99,22123.59,20341.99,7386.573404947917,295.15991597252355,68.5499979654948,1.9523324266872202,953.1999918619791,25.85363283585337
2009-09-01,1008.0,11.7,90.624225236284,70.61000061035156,9.44,9349.669921875,82.94999694824219,23426.35,2009,9,3,-1.0,-1.8369701987210297e-16,-0.04999542236328125,-81.18422523628401,5857.099335144041,8675.669921875,7162.18017578125,9179.6796875,90.4718424410272,87.5402877132301,83.614616654472,19.93,16.05,7.02,82.80000305175781,81.26000213623047,77.9000015258789,69.95999908447266,69.88999938964844,100.63999938964844,22.81,18.7,9.14,951.7000122070312,927.0999755859376,874.2000122070312,23208.47,22516.72,20758.58,7852.9267578125,765.3300765902774,69.76666514078777,0.2764670820231332,944.1666666666666,14.813978477573045
2009-10-01,1039.699951171875,16.72,91.1684495050582,77.0,14.18,9159.1796875,83.55000305175781,23979.86,2009,10,4,-0.8660254037844386,0.5000000000000001,0.149993896484375,-76.98844950505821,6433.350234985352,9349.669921875,7720.93017578125,9182.8798828125,90.624225236284,88.8609386054555,84.775628427857,9.44,18.94,5.67,82.94999694824219,82.8499984741211,81.19999694824219,70.61000061035156,69.44999694824219,67.80999755859375,11.7,21.76,7.71,1008.0,953.7000122070312,716.7999877929688,23426.35,22524.99,20999.12,8582.090006510416,818.3924428696266,70.0066655476888,0.5814081553560956,971.1333414713541,31.943119498587837
2009-11-01,1181.0999755859375,8.6,92.3729992199452,77.27999877929688,6.51,9204.5703125,83.4000015258789,23464.45,2009,11,4,-0.5000000000000004,0.8660254037844384,0.600006103515625,-85.8629992199452,6445.152016113279,9159.1796875,8675.669921875,9187.099609375,91.1684495050582,90.4718424410272,84.5071444552617,14.18,19.93,19.92,83.55000305175781,82.80000305175781,78.30000305175781,77.0,69.95999908447266,54.43000030517578,16.72,22.81,22.79,1039.699951171875,951.7000122070312,816.2000122070312,23979.86,23208.47,20877.35,9061.506510416666,347.45364747137785,72.52333323160808,3.8905056885096103,999.7999877929688,44.569355667329276
